tenure_months,monthly_charges,total_charges,num_products,support_calls,payment_delay_days,contract_type,internet_service,online_security,tech_support,churn
23,20.19,487.39,4,3,20,1,1,1,0,0
5,73.53,362.67,3,0,5,0,1,1,1,0
60,54.31,3224.99,4,5,8,2,2,0,0,0
43,47.28,1951.32,3,0,1,0,0,0,1,0
59,90.74,5551.25,2,6,3,2,2,0,1,0
9,76.02,673.67,4,4,26,1,0,1,0,1
47,55.59,2706.83,3,9,1,0,1,1,1,0
14,56.17,781.2,4,2,17,0,0,1,1,0
69,103.57,7465.68,1,5,0,2,1,1,1,0
69,34.8,2341.39,4,5,0,0,1,1,0,0
25,50.1,1191.59,4,5,0,0,2,1,0,0
31,43.72,1297.86,3,5,6,2,2,0,1,0
69,23.73,1689.35,1,1,9,0,0,1,0,0
35,36.49,1256.66,5,1,21,2,1,0,1,0
70,31.27,2170.65,3,8,27,0,1,0,1,0
14,46.12,664.33,2,1,20,1,2,1,1,0
44,41.92,1790.18,2,0,12,1,2,0,0,0
15,47.08,676.87,5,3,26,1,1,0,0,0
56,110.04,6011.39,3,0,0,2,0,0,1,0
51,51.06,2648.81,5,3,26,2,1,1,0,0
52,44.83,2232.87,1,6,12,0,2,0,0,0
18,69.73,1225.29,5,4,13,2,1,0,1,0
65,80.09,5255.92,4,6,7,2,1,1,0,0
42,85.06,3662.45,1,5,24,2,0,0,0,0
64,45.94,3084.9,5,4,28,0,2,0,1,0
42,89.81,3602.9,3,9,29,1,1,1,0,0
29,26.43,757.1,4,5,11,2,1,0,1,0
55,23.54,1265.32,3,5,23,2,2,0,0,0
31,74.68,2330.9,4,1,10,1,1,1,0,0
13,62.88,817.97,5,0,23,2,1,1,0,0
8,86.98,690.38,5,6,7,0,1,0,0,1
55,50.48,2862.27,1,7,10,0,1,1,0,0
69,45.11,3039.61,5,1,15,1,0,1,1,0
46,20.54,925.99,2,5,3,1,1,1,1,0
44,52.34,2283.13,4,4,3,2,1,0,0,0
25,44.98,1079.03,5,4,5,2,1,1,0,0
43,77.02,3394.89,2,7,1,1,1,1,1,0
25,35.67,879.78,4,9,27,1,1,0,0,0
34,40.53,1377.37,2,4,30,2,0,0,1,0
26,28.59,775.42,1,0,15,2,2,1,0,0
71,114.84,8139.23,1,9,6,2,1,1,0,0
63,78.31,4938.07,4,1,26,2,2,1,0,0
23,58.17,1300.32,1,3,16,2,2,0,0,0
28,115.39,3300.32,1,5,28,2,2,0,0,0
42,112.63,4869.36,1,9,0,0,0,0,1,0
27,52.48,1361.38,1,4,18,2,1,0,0,0
27,99.0,2549.13,5,8,20,0,1,0,0,0
59,65.77,3992.79,5,6,19,1,0,0,0,0
16,22.05,343.39,2,7,26,0,2,0,1,0
48,35.16,1668.46,2,8,14,1,2,0,0,0
71,109.83,7450.33,4,3,28,1,1,1,0,0
35,52.53,1847.63,5,9,29,2,2,1,0,0
37,116.05,4468.4,4,1,26,2,1,0,1,0
22,76.5,1669.5,3,6,18,2,1,1,0,0
2,91.11,182.92,4,6,21,1,1,1,1,1
38,59.1,2205.26,5,0,6,1,0,0,0,0
37,53.09,1897.83,1,5,8,2,0,1,0,0
12,67.74,827.07,4,1,16,1,0,1,0,0
24,23.53,563.12,1,4,11,1,1,0,1,0
70,76.5,5362.81,4,5,25,2,0,0,0,0
69,56.59,4088.67,3,4,17,2,1,1,0,0
71,20.94,1484.18,1,5,25,1,1,1,0,0
57,106.9,6239.33,1,8,24,0,0,1,1,0
48,70.46,3222.1,3,3,5,2,1,1,1,0
25,69.69,1689.27,3,4,9,1,2,1,0,0
5,83.48,425.13,2,1,1,0,1,0,1,1
69,98.34,7056.03,3,9,14,1,0,0,1,0
6,93.03,533.87,2,3,18,0,1,1,1,1
25,64.05,1607.84,1,1,17,2,0,1,1,0
62,112.74,6812.6,3,5,9,0,2,1,0,0
66,93.53,6180.59,4,1,1,1,0,1,0,0
21,117.42,2389.2,4,3,7,1,0,0,0,0
36,106.44,3909.2,4,6,14,1,0,0,1,0
8,96.06,751.69,4,6,6,1,0,1,0,1
20,56.11,1111.71,5,3,14,0,0,1,0,0
27,51.0,1394.83,5,1,12,0,2,1,1,0
35,38.45,1407.53,4,9,21,2,2,0,0,0
42,96.91,3957.6,2,1,7,1,2,0,0,0
62,27.92,1804.75,3,9,29,1,1,0,1,0
39,97.86,3947.07,2,1,12,2,1,0,1,0
34,89.71,3144.21,1,2,14,0,1,1,1,0
46,55.21,2662.56,2,0,0,1,0,1,0,0
65,95.31,5938.53,2,8,18,2,0,0,1,0
32,37.06,1241.27,4,3,15,1,2,1,1,0
22,21.74,470.21,5,8,9,1,2,0,0,0
43,73.36,3043.83,2,0,0,0,1,0,0,0
20,36.77,732.91,3,4,28,1,1,1,1,0
18,51.11,896.18,5,0,23,2,2,0,0,0
37,67.02,2527.13,3,6,13,1,1,1,0,0
11,26.62,279.78,5,6,29,1,0,0,1,1
58,70.77,4236.04,3,8,14,0,0,1,0,0
54,64.29,3528.39,1,6,0,1,0,1,1,0
16,76.8,1235.71,4,3,26,1,0,1,0,0
25,92.5,2384.53,3,6,9,2,0,0,0,0
48,38.41,1876.02,1,2,27,1,0,1,1,0
10,92.09,922.46,2,7,22,1,1,1,1,0
9,106.61,932.17,4,6,1,0,1,1,0,0
15,77.43,1141.2,4,3,26,1,2,1,1,0
28,60.77,1781.91,2,4,25,1,1,0,0,0
53,85.54,4541.78,1,2,10,2,2,0,0,0
15,118.54,1713.17,3,7,9,2,0,0,1,0
21,106.85,2258.71,4,1,13,0,0,1,0,0
24,117.25,2940.46,2,1,4,0,2,1,0,0
62,51.73,3065.04,4,4,7,1,0,1,0,0
17,50.89,891.53,5,7,25,1,0,1,0,0
18,117.98,2049.73,2,5,23,0,0,1,0,0
7,94.63,689.79,2,3,21,2,1,1,0,1
37,69.44,2669.5,5,9,8,2,1,0,0,0
45,80.67,3589.59,2,8,5,2,2,0,0,0
28,116.68,3113.42,3,6,2,2,1,1,1,0
66,72.77,4585.07,5,8,27,0,0,1,1,0
33,92.38,3168.5,4,3,24,0,0,0,1,0
12,49.02,570.89,1,2,7,2,2,1,1,0
4,47.44,183.19,3,9,28,0,0,1,1,1
18,78.78,1469.99,4,3,21,1,2,1,0,0
51,99.67,5036.6,5,1,10,1,2,1,0,0
22,85.56,1833.57,1,9,4,0,1,0,1,0
7,81.02,554.7,5,2,9,1,2,1,1,0
21,73.99,1617.65,3,2,20,1,0,1,0,0
14,96.61,1314.7,2,5,4,2,0,1,0,0
5,86.99,422.67,4,7,10,2,0,1,1,0
28,112.82,3170.61,2,4,25,0,1,1,0,0
21,51.94,1128.4,5,4,14,2,2,0,1,0
38,69.7,2605.08,1,6,14,2,0,0,0,0
15,28.82,438.85,5,4,21,2,0,1,0,0
1,34.67,34.27,5,1,13,1,1,0,0,1
1,57.19,58.82,2,4,24,0,2,0,0,1
9,48.67,424.18,3,8,25,2,0,0,1,1
26,72.01,1944.45,2,4,7,0,1,1,1,0
26,57.64,1438.46,2,3,21,1,2,0,0,0
27,56.13,1446.64,2,4,16,0,1,0,0,0
29,42.67,1254.19,1,1,7,2,1,1,0,0
2,98.13,201.78,1,7,1,0,0,0,1,1
38,90.27,3526.53,5,2,12,2,2,1,0,0
25,37.6,914.41,4,9,30,1,0,0,0,1
53,86.92,4572.64,2,6,12,0,0,0,0,0
57,98.19,5356.06,2,0,0,2,2,0,0,0
17,64.81,1095.37,2,4,23,1,0,1,0,0
3,79.38,234.71,4,2,15,1,0,0,0,1
53,115.19,6200.97,1,9,16,0,2,0,0,0
59,96.78,5698.27,1,2,17,2,1,1,0,0
61,54.37,3221.3,4,4,13,0,2,1,1,0
20,90.84,1817.34,5,1,29,0,1,1,1,0
63,85.93,5270.71,4,7,28,2,1,0,0,0
37,103.6,3700.06,4,1,13,2,2,0,0,0
6,54.82,319.06,5,6,13,0,2,1,0,1
66,113.6,7647.53,1,8,5,2,1,1,1,0
37,77.52,2920.31,5,5,24,0,2,1,1,0
30,81.21,2551.57,5,2,19,0,1,1,1,0
39,108.62,4201.83,4,1,29,2,1,0,0,0
14,90.14,1314.92,1,1,14,2,1,1,1,0
33,118.91,4115.66,2,0,11,2,0,1,0,0
4,31.59,128.43,2,5,13,1,1,1,1,0
69,81.84,5753.66,1,8,10,0,2,0,0,0
7,117.42,842.62,3,4,23,1,0,1,1,1
13,79.85,1002.76,3,1,9,2,0,0,1,0
19,96.7,1869.24,2,0,25,1,1,0,1,0
5,48.36,232.07,4,4,3,2,0,1,1,0
47,32.86,1477.32,1,1,29,2,1,1,1,0
15,44.47,641.35,3,5,16,0,2,1,0,0
64,94.32,6093.79,2,3,28,0,1,1,1,0
21,44.37,902.01,1,0,13,0,1,1,1,0
72,80.15,5499.99,5,5,26,2,0,1,1,0
46,109.36,5102.46,3,9,27,2,1,0,1,0
26,107.68,2782.15,2,3,15,0,0,1,1,0
13,98.35,1217.25,2,9,10,2,0,1,0,0
48,38.08,1884.75,1,4,0,1,2,1,1,0
47,56.13,2630.77,4,4,25,2,2,0,1,0
24,79.91,1854.28,2,1,4,0,1,0,1,0
44,44.77,2047.35,4,4,7,2,2,0,1,0
64,70.59,4403.53,2,2,12,1,1,0,1,0
72,30.11,2078.1,1,4,9,0,0,0,1,0
14,68.31,927.18,1,3,20,2,0,0,0,0
38,69.46,2568.49,4,4,21,0,2,0,1,0
47,111.8,5313.25,4,4,12,2,2,1,1,0
3,80.15,230.0,3,3,14,1,2,0,0,1
68,30.32,2004.89,4,6,10,1,1,1,1,0
4,35.0,139.81,3,0,2,2,1,0,0,0
10,111.04,1057.89,3,7,18,2,0,0,1,1
39,48.82,1840.17,1,3,29,0,2,0,0,0
33,119.18,3820.58,2,7,29,2,2,0,0,0
30,82.15,2534.94,1,6,2,2,0,0,1,0
11,100.74,1057.15,5,4,17,0,1,1,0,1
5,65.69,325.23,1,9,13,0,0,1,1,1
45,26.11,1173.88,3,6,21,2,2,1,1,0
18,80.37,1374.63,3,8,11,2,0,1,0,0
24,99.49,2369.4,3,5,13,2,2,0,1,0
54,34.42,1945.97,1,3,24,0,1,1,1,0
51,70.15,3561.63,3,5,23,2,1,0,1,0
25,94.86,2365.68,4,6,12,2,1,1,1,0
16,104.39,1724.49,3,5,21,2,0,0,0,1
44,41.76,1797.61,1,9,2,1,0,1,0,0
55,83.63,4669.05,5,0,27,0,2,1,0,0
10,42.07,419.2,2,4,16,1,0,1,0,0
19,23.96,439.76,4,9,23,1,0,1,0,1
69,30.21,2104.8,1,5,9,2,0,1,0,0
61,88.99,5264.45,5,2,27,2,1,1,1,0
57,53.22,3124.35,4,0,3,1,1,0,1,0
6,109.33,671.7,5,5,19,2,0,1,0,1
65,117.56,7428.94,1,1,19,1,0,0,1,0
58,110.25,6074.9,5,1,12,1,2,1,1,0
42,93.02,3889.62,5,2,25,1,0,0,0,0
66,56.25,3553.73,4,2,16,1,2,1,1,0
65,117.4,7665.99,2,7,4,0,0,1,0,0
31,104.5,3113.84,1,8,23,0,1,1,1,0
18,46.41,813.55,2,7,1,1,2,0,1,0
36,85.17,3161.89,1,6,27,0,1,1,1,0
72,24.63,1772.85,2,6,6,1,0,1,0,0
43,105.26,4327.33,1,6,24,2,2,0,0,0
18,108.9,2003.5,5,6,18,0,2,0,0,0
4,22.81,94.36,4,4,29,2,2,0,0,0
58,55.7,3091.91,3,1,18,1,2,0,0,0
62,116.01,7235.07,2,0,28,1,0,1,0,0
26,64.37,1604.67,1,9,26,0,0,1,1,0
40,43.11,1665.22,2,3,12,1,2,0,0,0
3,51.24,148.33,2,6,2,2,2,1,1,0
25,102.89,2622.76,1,6,11,2,1,1,1,0
14,32.67,442.68,2,1,11,2,2,1,0,0
2,50.78,98.65,5,0,18,1,1,1,1,0
71,32.85,2375.69,1,9,21,0,1,1,1,0
60,79.73,4891.12,5,7,0,0,2,1,0,0
23,75.01,1673.65,3,1,9,1,0,0,0,0
31,66.15,1962.66,1,0,9,1,0,0,1,0
35,106.98,3736.79,1,9,29,1,1,0,0,0
36,105.81,3627.81,5,3,26,2,0,1,0,0
44,25.4,1165.08,3,8,12,0,1,1,1,0
32,52.01,1669.4,5,4,24,1,0,1,1,0
30,54.94,1724.0,5,8,28,2,2,1,1,0
71,57.86,4237.32,3,9,4,1,0,1,1,0
13,62.81,781.26,1,5,1,1,0,1,0,0
48,53.28,2583.54,2,4,21,0,2,0,1,0
18,84.35,1567.49,1,4,23,0,0,0,1,0
57,50.18,2759.32,3,1,12,0,0,0,1,0
32,112.36,3563.01,2,4,10,1,1,0,1,0
52,46.7,2406.21,1,0,8,1,1,1,1,0
59,117.61,6703.97,2,7,17,2,1,1,1,0
57,48.69,2778.22,5,4,30,1,0,1,0,0
3,33.73,97.12,3,4,9,0,2,0,1,0
42,80.99,3434.19,3,3,3,0,0,0,1,0
54,33.84,1769.51,1,6,1,1,0,0,0,0
2,99.42,192.51,3,5,0,2,1,0,1,0
22,99.57,2099.03,4,5,9,1,2,0,0,0
47,42.68,2056.17,4,7,8,0,1,0,0,0
66,38.18,2474.77,3,7,4,1,1,0,1,0
68,27.7,1863.78,2,3,29,2,2,1,1,0
31,90.78,2721.28,2,7,17,0,2,1,1,0
4,45.72,176.26,2,3,22,2,1,1,1,0
46,90.82,4278.24,1,1,16,2,0,0,1,0
58,28.58,1708.13,5,3,9,1,2,1,1,0
53,24.0,1301.73,2,2,6,1,2,0,0,0
50,87.68,4568.53,5,9,1,0,1,1,0,0
6,33.44,192.34,4,0,12,2,2,0,1,0
41,46.23,1928.65,4,1,10,0,0,1,0,0
54,104.38,5472.88,4,5,8,1,2,0,0,0
63,104.06,6616.61,4,5,16,0,0,0,1,0
51,80.72,4232.92,5,6,23,2,2,1,1,0
5,39.27,197.7,4,5,11,2,0,1,0,0
6,45.32,273.76,3,8,10,0,0,0,0,1
66,22.66,1425.61,2,3,5,0,2,1,1,0
54,30.62,1699.14,2,9,14,1,0,0,0,0
43,33.07,1355.65,1,0,19,1,0,1,0,0
17,39.26,651.79,4,8,21,2,0,1,0,0
8,93.67,754.56,2,6,6,1,1,1,0,1
12,116.28,1409.84,4,6,24,0,2,0,0,1
33,55.94,1865.63,4,3,30,0,1,0,1,0
31,110.96,3528.3,2,5,10,0,0,1,0,0
45,41.15,1850.74,2,1,13,0,2,1,0,0
32,71.08,2205.06,4,2,23,2,2,0,1,0
67,92.67,6471.88,3,2,3,0,2,1,1,0
5,34.2,176.13,2,2,23,0,2,0,0,1
4,29.55,115.95,3,1,28,1,0,0,0,1
18,22.94,405.68,1,5,19,0,0,1,1,0
54,31.89,1698.93,5,5,24,0,1,0,1,0
58,44.7,2464.61,3,7,25,0,0,0,1,0
62,60.91,3938.12,4,0,27,0,1,1,1,0
18,53.57,965.23,2,9,24,2,2,0,1,0
50,77.54,3727.86,4,0,26,0,2,0,1,0
2,101.81,196.41,4,3,0,2,1,0,0,1
67,87.23,5819.07,2,3,3,0,2,0,1,0
31,106.71,3244.98,4,9,19,1,0,1,1,0
45,24.86,1123.36,3,7,21,2,1,0,1,0
24,103.97,2594.95,2,7,4,2,0,0,0,0
72,44.15,3021.71,1,5,16,0,2,1,0,0
53,88.9,4709.37,3,7,20,1,2,0,1,0
34,96.98,3291.09,1,5,12,0,0,1,1,0
66,88.07,5911.9,4,7,3,2,2,0,1,0
44,33.71,1458.08,4,8,16,2,1,1,0,0
31,90.21,2741.94,1,6,5,1,2,0,0,0
49,105.98,5327.95,4,1,29,2,0,0,1,0
58,82.92,4803.21,3,4,15,2,2,0,1,0
18,24.07,445.99,4,4,25,1,0,0,0,0
51,112.49,5775.34,2,7,13,1,0,1,0,0
1,49.88,51.2,1,7,5,1,1,1,1,0
4,28.51,108.47,5,9,14,0,0,1,1,1
60,113.83,7114.12,4,4,30,2,2,1,1,0
19,92.44,1821.76,5,0,12,0,1,0,1,0
12,112.86,1317.14,2,5,28,2,0,0,0,1
11,54.8,575.37,2,6,19,1,1,0,1,1
18,84.63,1560.62,5,0,16,1,2,1,0,0
33,43.73,1416.99,4,9,21,1,1,1,0,0
31,66.24,2153.44,3,4,24,0,1,1,0,0
36,44.45,1543.36,2,0,0,2,2,0,0,0
38,55.28,2162.77,5,7,27,0,0,1,1,0
11,72.7,807.4,3,6,3,0,2,1,1,0
21,60.28,1272.04,5,6,15,1,0,1,1,0
34,91.51,3041.21,1,3,2,2,0,1,1,0
24,28.92,688.73,3,2,13,0,0,0,1,0
70,91.69,6503.26,5,7,28,1,0,0,0,0
29,111.0,3275.46,5,7,0,1,1,0,1,0
57,33.65,1826.24,4,0,2,1,2,1,0,0
37,87.47,3134.72,1,5,0,1,2,1,1,0
35,45.32,1534.81,5,3,11,1,1,0,0,0
45,53.33,2519.07,1,1,16,2,0,1,0,0
49,91.89,4458.66,4,5,2,1,0,0,1,0
10,85.4,879.76,2,7,30,1,1,1,1,1
35,66.34,2349.03,4,8,16,0,1,0,0,0
13,115.7,1468.17,2,3,27,0,2,0,1,1
19,68.4,1358.57,5,4,10,2,2,0,1,0
49,75.73,3676.26,5,8,7,0,1,0,0,0
61,100.26,6294.15,2,9,21,2,0,1,1,0
54,66.18,3405.46,5,6,12,1,0,1,1,0
66,44.0,3003.95,2,4,3,1,0,0,1,0
34,112.5,3921.67,3,2,5,1,2,0,1,0
27,86.95,2343.9,4,8,30,1,2,0,0,0
24,116.11,2682.43,5,7,22,1,0,1,1,0
8,81.26,628.62,1,5,11,0,1,0,1,1
72,55.42,3960.77,4,7,30,2,0,0,0,0
57,99.91,5838.3,3,0,2,1,1,0,0,0
29,50.36,1390.33,5,0,0,2,2,0,1,0
58,73.19,4114.88,3,2,1,0,2,1,1,0
9,37.12,337.2,3,6,3,1,1,1,0,0
47,71.86,3231.7,4,0,18,0,1,0,0,0
16,85.09,1377.74,1,2,1,1,1,1,1,0
53,50.7,2658.21,5,6,18,2,0,0,1,0
24,28.47,678.42,2,8,4,2,0,1,0,0
39,97.38,3853.86,5,2,0,2,0,0,1,0
65,119.46,7740.73,5,0,14,2,1,1,1,0
40,119.89,4664.94,5,8,21,2,2,0,1,0
20,24.7,481.25,2,1,15,1,1,0,1,0
38,87.92,3253.14,2,2,25,1,2,0,0,0
30,64.0,1942.39,1,7,22,2,0,1,1,0
29,37.45,1114.62,5,3,17,1,2,0,0,0
7,26.33,180.56,5,1,14,2,0,1,1,0
41,29.53,1220.63,2,3,15,1,1,0,0,0
2,21.3,41.22,2,9,5,1,1,1,0,0
16,97.69,1487.58,1,7,14,1,1,0,0,0
66,73.16,4811.92,5,4,26,2,0,0,0,0
14,88.81,1302.73,2,1,25,2,0,0,1,0
12,26.65,308.74,2,7,9,1,1,1,0,0
27,44.5,1243.25,2,8,4,2,0,0,0,0
57,81.21,4567.48,5,2,12,1,1,0,1,0
24,76.31,1745.21,3,0,13,1,0,0,0,0
66,107.36,6944.22,3,4,30,1,0,1,0,0
27,39.05,1024.34,2,7,25,0,0,1,1,0
43,39.4,1638.24,4,7,24,0,1,1,0,0
10,110.56,1124.99,1,8,10,1,2,1,0,0
70,21.81,1544.52,4,1,13,0,0,0,0,0
52,71.32,3745.99,1,7,8,0,2,1,1,0
29,62.3,1879.32,4,7,3,0,2,1,1,0
38,67.52,2545.42,4,0,19,1,1,0,1,0
60,63.82,3902.98,1,5,28,2,1,0,1,0
55,94.2,5130.12,3,5,5,2,2,1,0,0
43,48.85,2050.43,4,8,17,0,0,1,0,0
57,109.2,6519.04,3,8,12,0,2,1,1,0
11,78.45,905.11,3,6,14,0,1,0,0,1
70,48.8,3441.09,5,0,19,1,0,1,0,0
63,50.86,3309.6,1,1,22,0,2,0,1,0
48,104.77,4808.5,3,6,21,2,2,0,1,0
43,100.97,4253.15,2,6,11,1,0,1,0,0
22,71.71,1574.49,1,4,15,2,0,1,0,0
24,77.33,1793.21,2,9,13,0,0,1,0,0
56,73.07,3981.66,2,4,24,1,1,0,0,0
3,61.84,187.19,1,4,5,0,0,1,0,1
23,38.39,895.18,5,5,17,1,2,0,1,0
24,32.84,778.11,5,1,15,2,0,0,1,0
33,85.21,2741.9,5,6,0,2,1,1,1,0
14,118.21,1585.14,5,4,28,0,2,0,0,1
47,70.29,3271.24,3,0,5,2,2,1,1,0
24,72.46,1749.13,1,6,28,2,2,0,1,0
44,59.29,2685.26,1,3,19,1,0,0,0,0
2,60.59,118.27,5,9,5,0,1,0,1,1
38,20.87,813.62,2,7,19,2,2,1,1,0
58,59.06,3455.95,3,7,6,2,0,1,1,0
42,118.5,5066.85,5,9,13,1,0,0,1,0
17,45.96,792.92,2,3,7,1,1,0,0,0
54,25.88,1441.32,5,5,2,0,2,1,0,0
22,29.01,639.46,5,8,21,1,2,0,0,0
67,68.04,4423.82,2,3,0,0,2,0,1,0
50,40.69,2074.44,4,8,28,2,1,1,0,0
65,27.73,1798.37,3,2,7,1,1,0,0,0
65,46.01,2965.88,4,0,11,1,1,0,0,0
26,83.84,2146.9,1,8,11,0,0,1,0,0
67,93.42,6472.32,2,0,29,2,0,0,1,0
66,43.55,2759.73,3,8,16,1,0,0,0,0
37,94.14,3452.51,5,5,12,1,1,0,0,0
31,70.97,2185.44,1,7,14,0,2,1,0,0
6,29.33,168.66,2,8,4,2,2,0,1,0
3,99.92,303.24,1,2,19,1,0,0,1,1
28,110.57,3091.03,4,0,30,0,1,1,1,0
43,35.88,1590.27,2,4,18,2,1,1,1,0
31,70.69,2182.69,5,8,10,0,2,1,0,0
2,41.15,84.19,5,3,24,0,0,0,1,1
34,79.46,2582.54,1,4,7,0,0,0,1,0
62,97.67,6119.11,3,7,24,2,0,1,0,0
59,78.79,4471.2,4,1,13,1,1,1,0,0
65,58.98,3703.76,4,7,4,1,0,1,0,0
21,72.9,1594.21,3,5,16,2,0,1,0,0
29,35.62,999.97,5,4,10,0,2,0,1,0
24,94.13,2181.51,2,5,6,1,2,1,1,0
52,57.0,2829.42,4,1,22,0,1,0,0,0
1,110.19,114.51,1,5,21,2,1,0,0,1
62,35.52,2308.4,5,2,11,2,2,1,1,0
24,75.85,1888.41,2,2,2,1,0,1,1,0
29,76.56,2242.26,3,2,28,2,1,0,1,0
51,61.29,3130.6,2,7,5,2,0,0,0,0
44,48.05,2114.62,3,8,26,0,0,1,1,0
10,54.45,541.71,5,2,0,1,2,0,0,0
5,23.39,120.84,1,1,7,0,0,1,1,0
45,116.56,5090.42,4,3,1,2,2,0,1,0
54,70.37,3794.23,2,0,6,1,1,1,0,0
45,30.51,1343.68,5,9,16,0,1,0,1,0
1,40.04,40.15,2,3,19,1,1,1,0,1
23,64.15,1413.86,1,4,13,1,2,1,0,0
72,57.75,4192.57,5,6,16,2,2,0,1,0
38,63.5,2348.47,5,5,16,2,0,1,0,0
24,43.8,1066.26,2,9,5,1,1,1,0,0
50,25.55,1228.16,1,8,2,2,1,0,1,0
30,97.67,3060.91,3,3,11,0,1,1,1,0
39,46.03,1848.32,5,8,16,0,2,0,1,0
41,47.64,1932.54,5,8,24,0,1,1,0,0
39,72.67,2889.62,4,6,2,0,0,0,0,0
58,61.39,3684.01,4,2,13,0,2,0,1,0
30,63.14,1901.89,1,6,11,1,2,1,0,0
62,37.39,2313.93,2,4,8,1,1,1,1,0
8,54.71,438.19,3,6,17,1,0,1,1,1
48,98.82,4561.18,3,4,15,2,2,0,0,0
56,88.87,4917.26,3,6,12,2,0,1,0,0
4,99.17,387.49,1,9,17,2,2,0,1,1
58,72.57,4161.2,2,5,11,0,0,0,1,0
4,38.17,145.17,3,3,22,2,1,1,0,0
32,113.52,3608.92,1,0,21,2,0,1,1,0
1,111.29,114.21,1,5,20,2,1,1,0,1
16,114.77,1760.94,1,3,6,2,0,1,0,0
71,34.31,2551.52,1,0,21,2,2,1,1,0
12,55.23,689.38,4,2,17,2,2,0,1,0
1,99.25,102.69,3,9,16,2,1,0,0,1
44,99.93,4246.47,5,1,29,0,1,1,1,0
34,58.2,1921.1,1,1,15,1,0,0,1,0
34,28.15,992.89,2,8,8,1,0,0,1,0
25,43.97,1077.66,4,5,6,0,0,0,1,0
48,53.73,2461.85,4,5,20,2,1,0,1,0
48,35.55,1720.51,4,3,24,2,1,0,1,0
65,69.94,4360.53,4,6,20,0,1,1,1,0
69,116.0,7771.74,4,5,26,2,2,1,1,0
15,108.22,1630.37,1,4,24,0,0,0,0,1
32,95.81,3163.29,3,4,22,1,1,0,0,0
64,83.76,5114.02,4,1,26,0,2,0,0,0
67,36.86,2418.41,3,1,21,2,1,1,0,0
41,79.45,3408.85,3,7,6,0,0,1,0,0
10,72.76,699.59,3,4,22,0,0,1,1,1
57,118.02,7050.0,4,1,3,0,2,1,1,0
15,26.17,402.08,5,0,30,2,2,1,0,0
3,45.85,142.15,4,2,6,2,1,0,1,0
59,82.29,4723.03,3,8,10,2,0,1,0,0
52,88.31,4599.82,5,6,6,0,1,0,1,0
57,72.36,3956.7,3,3,29,0,0,0,0,0
63,62.39,3764.58,1,6,14,1,1,1,1,0
14,94.97,1384.35,2,1,6,1,0,0,1,0
54,100.01,5260.8,2,8,23,2,0,0,1,0
23,57.8,1339.89,2,9,28,1,2,0,1,0
54,42.38,2193.82,4,5,16,0,0,0,1,0
7,76.96,542.98,2,8,20,0,0,0,1,1
63,118.14,7231.07,3,4,0,0,2,1,1,0
44,28.88,1209.18,4,2,15,0,0,1,1,0
48,48.83,2262.06,5,7,14,1,2,0,0,0
66,115.96,7941.17,2,9,23,1,0,0,0,0
58,112.81,6323.89,2,1,10,1,0,1,0,0
39,59.3,2411.2,2,3,0,2,0,0,0,0
68,55.01,3913.08,3,3,20,0,0,1,0,0
54,34.29,1810.25,2,8,18,2,1,1,0,0
61,99.38,6229.93,5,8,28,2,1,1,0,0
72,57.69,4187.14,3,2,16,1,0,0,0,0
44,72.81,3084.58,3,0,7,2,1,0,1,0
69,89.44,6077.75,1,9,14,0,2,1,1,0
50,111.84,5450.94,3,5,22,0,0,0,1,0
30,103.98,3049.38,5,7,23,2,1,1,1,0
56,119.15,6472.58,5,4,23,2,1,0,0,0
7,35.84,253.78,5,0,20,2,0,0,0,0
49,40.82,2087.47,2,7,9,0,2,0,0,0
57,52.74,2982.83,5,8,7,2,2,0,1,0
62,55.86,3480.28,3,9,29,2,0,1,0,0
23,65.09,1470.2,3,2,28,0,2,0,0,0
7,43.56,319.16,5,4,7,1,0,0,1,0
56,111.96,6339.02,3,9,0,2,1,1,1,0
49,75.05,3734.19,4,0,2,0,1,1,0,0
31,40.23,1212.47,3,5,17,0,2,0,1,0
42,103.19,4240.29,1,1,6,1,0,1,1,0
9,99.06,914.8,4,1,21,1,0,0,0,1
8,96.92,738.49,2,5,26,2,2,1,0,0
72,22.59,1585.67,5,9,26,1,1,1,1,0
22,84.32,1911.74,4,5,26,1,2,1,0,0
34,34.71,1146.06,2,9,19,2,2,0,1,0
8,49.46,387.24,4,4,12,1,0,1,0,0
70,89.54,6451.08,5,6,23,0,1,0,0,0
17,72.06,1181.21,5,8,11,0,2,0,1,0
34,87.76,2947.04,3,7,9,1,1,0,0,0
43,86.95,3779.46,3,2,19,2,2,0,1,0
22,101.73,2279.5,5,4,21,1,2,1,0,0
39,83.65,3122.97,3,0,3,0,2,1,1,0
14,91.11,1234.93,3,1,13,2,0,0,0,0
32,50.94,1592.09,2,7,11,2,0,1,1,0
2,25.82,51.96,3,8,27,2,2,1,0,0
11,93.52,977.9,4,0,8,1,1,1,0,0
18,27.7,476.8,5,5,22,2,2,0,1,0
55,42.55,2421.75,5,3,30,0,0,1,0,0
5,73.62,377.26,1,0,8,0,1,0,0,1
34,94.96,3367.33,4,1,18,0,1,1,0,0
34,25.28,872.62,1,1,28,0,0,1,0,0
32,62.07,1913.54,1,0,1,2,1,0,1,0
9,44.23,383.69,2,8,2,2,1,0,1,0
